segment,SA2_NAME21,GCC_NAME21,fraction,new_name
13,Casey,Australian Capital Territory,0.000864304235090752,13 New affordable estates
13,Monash,Australian Capital Territory,0.000864304235090752,13 New affordable estates
13,Coombs,Australian Capital Territory,0.000864304235090752,13 New affordable estates
13,Mount Barker,Greater Adelaide,0.00432152117545376,13 New affordable estates
13,Munno Para West - Angle Vale,Greater Adelaide,0.00432152117545376,13 New affordable estates
13,Craigmore - Blakeview,Greater Adelaide,0.0025929127052722557,13 New affordable estates
13,Gawler - South,Greater Adelaide,0.001728608470181504,13 New affordable estates
13,Ripley,Greater Brisbane,0.018150388936905792,13 New affordable estates
13,Springfield Lakes,Greater Brisbane,0.015557476231633534,13 New affordable estates
13,Yarrabilba,Greater Brisbane,0.014693171996542784,13 New affordable estates
13,Rochedale - Burbank,Greater Brisbane,0.007778738115816767,13 New affordable estates
13,Palmerston - South,Greater Darwin,0.003457216940363008,13 New affordable estates
13,Lyons (NT),Greater Darwin,0.001728608470181504,13 New affordable estates
13,Brighton - Pontville,Greater Hobart,0.000864304235090752,13 New affordable estates
13,Geilston Bay - Risdon,Greater Hobart,0.000864304235090752,13 New affordable estates
13,Rokeby,Greater Hobart,0.000864304235090752,13 New affordable estates
13,Glenorchy,Greater Hobart,0.000864304235090752,13 New affordable estates
13,Mickleham - Yuroke,Greater Melbourne,0.029386343993085567,13 New affordable estates
13,Rockbank - Mount Cottrell,Greater Melbourne,0.020743301642178046,13 New affordable estates
13,Werribee - West,Greater Melbourne,0.01901469317199654,13 New affordable estates
13,Wollert,Greater Melbourne,0.015557476231633534,13 New affordable estates
13,Baldivis - South,Greater Perth,0.00950734658599827,13 New affordable estates
13,Alkimos - Eglinton,Greater Perth,0.00864304235090752,13 New affordable estates
13,Brabham - Henley Brook,Greater Perth,0.007778738115816767,13 New affordable estates
13,Piara Waters - Forrestdale,Greater Perth,0.007778738115816767,13 New affordable estates
13,Oran Park,Greater Sydney,0.015557476231633534,13 New affordable estates
13,Gledswood Hills - Gregory Hills,Greater Sydney,0.00950734658599827,13 New affordable estates
13,Edmondson Park,Greater Sydney,0.00864304235090752,13 New affordable estates
13,Leppington - Catherine Field,Greater Sydney,0.005185825410544511,13 New affordable estates
13,Caloundra West - Baringa,Rest of Qld,0.01296456352636128,13 New affordable estates
13,Pimpama - North,Rest of Qld,0.00864304235090752,13 New affordable estates
13,Coomera,Rest of Qld,0.007778738115816767,13 New affordable estates
13,Pimpama - South,Rest of Qld,0.007778738115816767,13 New affordable estates
13,Nuriootpa,Rest of SA,0.001728608470181504,13 New affordable estates
13,Wallaroo,Rest of SA,0.001728608470181504,13 New affordable estates
13,Goolwa - Port Elliot,Rest of SA,0.000864304235090752,13 New affordable estates
13,Strathalbyn,Rest of SA,0.000864304235090752,13 New affordable estates
13,Waverley - St Leonards,Rest of Tas.,0.000864304235090752,13 New affordable estates
13,Perth - Evandale,Rest of Tas.,0.000864304235090752,13 New affordable estates
13,Latrobe,Rest of Tas.,0.000864304235090752,13 New affordable estates
13,Port Sorell,Rest of Tas.,0.000864304235090752,13 New affordable estates
13,Charlemont,Rest of Vic.,0.00950734658599827,13 New affordable estates
13,Alfredton,Rest of Vic.,0.00864304235090752,13 New affordable estates
13,Grovedale - Mount Duneed,Rest of Vic.,0.00864304235090752,13 New affordable estates
13,Torquay,Rest of Vic.,0.007778738115816767,13 New affordable estates
13,Busselton - West,Rest of WA,0.005185825410544511,13 New affordable estates
13,Busselton Surrounds,Rest of WA,0.001728608470181504,13 New affordable estates
13,Busselton - East,Rest of WA,0.001728608470181504,13 New affordable estates
13,Augusta,Rest of WA,0.000864304235090752,13 New affordable estates
14,Harrison,Australian Capital Territory,0.004250797024442083,14 Gentrifying families in townhouse infill development 
14,Ngunnawal,Australian Capital Territory,0.003188097768331562,14 Gentrifying families in townhouse infill development 
14,Dunlop,Australian Capital Territory,0.0021253985122210413,14 Gentrifying families in townhouse infill development 
14,Narrabundah,Australian Capital Territory,0.0021253985122210413,14 Gentrifying families in townhouse infill development 
14,Munno Para West - Angle Vale,Greater Adelaide,0.007438894792773645,14 Gentrifying families in townhouse infill development 
14,Seaford - Seaford Meadows,Greater Adelaide,0.005313496280552604,14 Gentrifying families in townhouse infill development 
14,Goodwood - Millswood,Greater Adelaide,0.003188097768331562,14 Gentrifying families in townhouse infill development 
14,Craigmore - Blakeview,Greater Adelaide,0.003188097768331562,14 Gentrifying families in townhouse infill development 
14,Springfield Lakes,Greater Brisbane,0.009564293304994687,14 Gentrifying families in townhouse infill development 
14,Morningside - Seven Hills,Greater Brisbane,0.008501594048884165,14 Gentrifying families in townhouse infill development 
14,Cashmere,Greater Brisbane,0.008501594048884165,14 Gentrifying families in townhouse infill development 
14,North Lakes,Greater Brisbane,0.008501594048884165,14 Gentrifying families in townhouse infill development 
14,Durack - Marlow Lagoon,Greater Darwin,0.006376195536663124,14 Gentrifying families in townhouse infill development 
14,Rosebery - Bellamack,Greater Darwin,0.004250797024442083,14 Gentrifying families in townhouse infill development 
14,Palmerston - North,Greater Darwin,0.003188097768331562,14 Gentrifying families in townhouse infill development 
14,Palmerston - South,Greater Darwin,0.0021253985122210413,14 Gentrifying families in townhouse infill development 
14,Kingston - Huntingfield,Greater Hobart,0.0021253985122210413,14 Gentrifying families in townhouse infill development 
14,Claremont (Tas.),Greater Hobart,0.0010626992561105207,14 Gentrifying families in townhouse infill development 
14,Lenah Valley - Mount Stuart,Greater Hobart,0.0010626992561105207,14 Gentrifying families in townhouse infill development 
14,Chelsea - Bonbeach,Greater Melbourne,0.007438894792773645,14 Gentrifying families in townhouse infill development 
14,Yarraville,Greater Melbourne,0.006376195536663124,14 Gentrifying families in townhouse infill development 
14,Newport,Greater Melbourne,0.005313496280552604,14 Gentrifying families in townhouse infill development 
14,Doreen - North,Greater Melbourne,0.004250797024442083,14 Gentrifying families in townhouse infill development 
14,Butler - Merriwa - Ridgewood,Greater Perth,0.007438894792773645,14 Gentrifying families in townhouse infill development 
14,Bassendean - Eden Hill - Ashfield,Greater Perth,0.005313496280552604,14 Gentrifying families in townhouse infill development 
14,Innaloo - Doubleview,Greater Perth,0.005313496280552604,14 Gentrifying families in townhouse infill development 
14,Port Kennedy,Greater Perth,0.005313496280552604,14 Gentrifying families in townhouse infill development 
14,Glenmore Park - Regentville,Greater Sydney,0.008501594048884165,14 Gentrifying families in townhouse infill development 
14,Riverstone,Greater Sydney,0.006376195536663124,14 Gentrifying families in townhouse infill development 
14,Mount Annan,Greater Sydney,0.006376195536663124,14 Gentrifying families in townhouse infill development 
14,Erskineville - Alexandria,Greater Sydney,0.005313496280552604,14 Gentrifying families in townhouse infill development 
14,Orange - North,Rest of NSW,0.008501594048884165,14 Gentrifying families in townhouse infill development 
14,Shellharbour - Flinders,Rest of NSW,0.006376195536663124,14 Gentrifying families in townhouse infill development 
14,Dubbo - South,Rest of NSW,0.005313496280552604,14 Gentrifying families in townhouse infill development 
14,Rutherford (North) - Aberglasslyn,Rest of NSW,0.004250797024442083,14 Gentrifying families in townhouse infill development 
14,East Side,Rest of NT,0.005313496280552604,14 Gentrifying families in townhouse infill development 
14,Charles,Rest of NT,0.004250797024442083,14 Gentrifying families in townhouse infill development 
14,Larapinta,Rest of NT,0.003188097768331562,14 Gentrifying families in townhouse infill development 
14,Flynn (NT),Rest of NT,0.0021253985122210413,14 Gentrifying families in townhouse infill development 
14,Mount Isa,Rest of Qld,0.031880977683315624,14 Gentrifying families in townhouse infill development 
14,Upper Coomera - North,Rest of Qld,0.019128586609989374,14 Gentrifying families in townhouse infill development 
14,Emerald,Rest of Qld,0.01381509032943677,14 Gentrifying families in townhouse infill development 
14,Kirwan - West,Rest of Qld,0.009564293304994687,14 Gentrifying families in townhouse infill development 
14,Whyalla,Rest of SA,0.0021253985122210413,14 Gentrifying families in townhouse infill development 
14,Murray Bridge,Rest of SA,0.0021253985122210413,14 Gentrifying families in townhouse infill development 
14,Roxby Downs,Rest of SA,0.0010626992561105207,14 Gentrifying families in townhouse infill development 
14,Geelong West - Hamlyn Heights,Rest of Vic.,0.004250797024442083,14 Gentrifying families in townhouse infill development 
14,Belmont,Rest of Vic.,0.0021253985122210413,14 Gentrifying families in townhouse infill development 
14,Lara,Rest of Vic.,0.0021253985122210413,14 Gentrifying families in townhouse infill development 
14,Charlemont,Rest of Vic.,0.0021253985122210413,14 Gentrifying families in townhouse infill development 
14,Karratha,Rest of WA,0.026567481402763018,14 Gentrifying families in townhouse infill development 
14,Broome,Rest of WA,0.01381509032943677,14 Gentrifying families in townhouse infill development 
14,Kalgoorlie - North,Rest of WA,0.01381509032943677,14 Gentrifying families in townhouse infill development 
14,Kalgoorlie,Rest of WA,0.009564293304994687,14 Gentrifying families in townhouse infill development 
15,Moncrieff,Australian Capital Territory,0.014044943820224719,15 Young Indian families
15,Macgregor (ACT),Australian Capital Territory,0.0056179775280898875,15 Young Indian families
15,Taylor,Australian Capital Territory,0.0056179775280898875,15 Young Indian families
15,Greenway,Australian Capital Territory,0.0056179775280898875,15 Young Indian families
15,Enfield - Blair Athol,Greater Adelaide,0.008426966292134831,15 Young Indian families
15,Northgate - Northfield,Greater Adelaide,0.008426966292134831,15 Young Indian families
15,Hope Valley - Modbury,Greater Adelaide,0.0056179775280898875,15 Young Indian families
15,Prospect,Greater Adelaide,0.0028089887640449437,15 Young Indian families
15,Chermside,Greater Brisbane,0.0056179775280898875,15 Young Indian families
15,Nundah,Greater Brisbane,0.0056179775280898875,15 Young Indian families
15,Taigum - Fitzgibbon,Greater Brisbane,0.0056179775280898875,15 Young Indian families
15,Zillmere,Greater Brisbane,0.0056179775280898875,15 Young Indian families
15,Carnegie,Greater Melbourne,0.02247191011235955,15 Young Indian families
15,Tarneit - Central,Greater Melbourne,0.019662921348314606,15 Young Indian families
15,Wollert,Greater Melbourne,0.016853932584269662,15 Young Indian families
15,Pakenham - South West,Greater Melbourne,0.016853932584269662,15 Young Indian families
15,Piara Waters - Forrestdale,Greater Perth,0.011235955056179775,15 Young Indian families
15,Maylands,Greater Perth,0.008426966292134831,15 Young Indian families
15,Victoria Park - Lathlain - Burswood,Greater Perth,0.008426966292134831,15 Young Indian families
15,Cannington - Queens Park,Greater Perth,0.008426966292134831,15 Young Indian families
15,Marsden Park - Shanes Park,Greater Sydney,0.042134831460674156,15 Young Indian families
15,Jordan Springs - Llandilo,Greater Sydney,0.03932584269662921,15 Young Indian families
15,North Parramatta,Greater Sydney,0.028089887640449437,15 Young Indian families
15,Riverstone,Greater Sydney,0.025280898876404494,15 Young Indian families
15,Queanbeyan,Rest of NSW,0.0028089887640449437,15 Young Indian families
15,Queanbeyan - East,Rest of NSW,0.0028089887640449437,15 Young Indian families
15,Googong,Rest of NSW,0.0028089887640449437,15 Young Indian families
15,Dubbo - South,Rest of NSW,0.0028089887640449437,15 Young Indian families
15,Arundel,Rest of Qld,0.0028089887640449437,15 Young Indian families
15,Coomera,Rest of Qld,0.0028089887640449437,15 Young Indian families
15,Oxenford - Maudsland,Rest of Qld,0.0028089887640449437,15 Young Indian families
15,Maroochydore - Kuluin,Rest of Qld,0.0028089887640449437,15 Young Indian families
15,Belmont,Rest of Vic.,0.0028089887640449437,15 Young Indian families
16,Belconnen,Australian Capital Territory,0.005291005291005291,16 High rise rental
16,Gungahlin,Australian Capital Territory,0.003527336860670194,16 High rise rental
16,Civic,Australian Capital Territory,0.001763668430335097,16 High rise rental
16,Turner,Australian Capital Territory,0.001763668430335097,16 High rise rental
16,Adelaide,Greater Adelaide,0.012345679012345678,16 High rise rental
16,Newstead - Bowen Hills,Greater Brisbane,0.02292768959435626,16 High rise rental
16,South Brisbane,Greater Brisbane,0.01763668430335097,16 High rise rental
16,Chermside,Greater Brisbane,0.010582010582010581,16 High rise rental
16,Brisbane City,Greater Brisbane,0.008818342151675485,16 High rise rental
16,Darwin City,Greater Darwin,0.015873015873015872,16 High rise rental
16,Woolner - Bayview - Winnellie,Greater Darwin,0.001763668430335097,16 High rise rental
16,Docklands,Greater Melbourne,0.02821869488536155,16 High rise rental
16,Southbank - East,Greater Melbourne,0.015873015873015872,16 High rise rental
16,Melbourne CBD - West,Greater Melbourne,0.014109347442680775,16 High rise rental
16,Southbank (West) - South Wharf,Greater Melbourne,0.012345679012345678,16 High rise rental
16,East Perth,Greater Perth,0.012345679012345678,16 High rise rental
16,Perth (West) - Northbridge,Greater Perth,0.012345679012345678,16 High rise rental
16,Victoria Park - Lathlain - Burswood,Greater Perth,0.001763668430335097,16 High rise rental
16,Cannington - Queens Park,Greater Perth,0.001763668430335097,16 High rise rental
16,Wentworth Point - Sydney Olympic Park,Greater Sydney,0.03527336860670194,16 High rise rental
16,Mascot,Greater Sydney,0.02821869488536155,16 High rise rental
16,Chatswood - East,Greater Sydney,0.021164021164021163,16 High rise rental
16,Rockdale - Banksia,Greater Sydney,0.01763668430335097,16 High rise rental
16,Wollongong - East,Rest of NSW,0.014109347442680775,16 High rise rental
16,Newcastle - Cooks Hill,Rest of NSW,0.007054673721340388,16 High rise rental
16,Charlestown - Dudley,Rest of NSW,0.001763668430335097,16 High rise rental
16,Southport - North,Rest of Qld,0.008818342151675485,16 High rise rental
16,Biggera Waters,Rest of Qld,0.003527336860670194,16 High rise rental
16,Surfers Paradise - South,Rest of Qld,0.001763668430335097,16 High rise rental
16,Maroochydore - Kuluin,Rest of Qld,0.001763668430335097,16 High rise rental
17,Kilcoy,Greater Brisbane,0.005988023952095809,17 South East Asia in traditional working class areas
17,Chermside,Greater Brisbane,0.003992015968063872,17 South East Asia in traditional working class areas
17,Wynnum West - Hemmant,Greater Brisbane,0.001996007984031936,17 South East Asia in traditional working class areas
17,Taigum - Fitzgibbon,Greater Brisbane,0.001996007984031936,17 South East Asia in traditional working class areas
17,Karama,Greater Darwin,0.005988023952095809,17 South East Asia in traditional working class areas
17,Leanyer,Greater Darwin,0.003992015968063872,17 South East Asia in traditional working class areas
17,Lyons (NT),Greater Darwin,0.001996007984031936,17 South East Asia in traditional working class areas
17,Palmerston - South,Greater Darwin,0.001996007984031936,17 South East Asia in traditional working class areas
17,Caroline Springs,Greater Melbourne,0.01996007984031936,17 South East Asia in traditional working class areas
17,Laverton,Greater Melbourne,0.007984031936127744,17 South East Asia in traditional working class areas
17,Mulgrave,Greater Melbourne,0.005988023952095809,17 South East Asia in traditional working class areas
17,Deer Park,Greater Melbourne,0.005988023952095809,17 South East Asia in traditional working class areas
17,Beckenham - Kenwick - Langford,Greater Perth,0.033932135728542916,17 South East Asia in traditional working class areas
17,Thornlie,Greater Perth,0.033932135728542916,17 South East Asia in traditional working class areas
17,Parkwood - Ferndale - Lynwood,Greater Perth,0.02594810379241517,17 South East Asia in traditional working class areas
17,Canning Vale - East,Greater Perth,0.021956087824351298,17 South East Asia in traditional working class areas
17,Rooty Hill - Minchinbury,Greater Sydney,0.03992015968063872,17 South East Asia in traditional working class areas
17,Hassall Grove - Plumpton,Greater Sydney,0.033932135728542916,17 South East Asia in traditional working class areas
17,Doonside - Woodcroft,Greater Sydney,0.029940119760479042,17 South East Asia in traditional working class areas
17,Mount Druitt - Whalan,Greater Sydney,0.021956087824351298,17 South East Asia in traditional working class areas
17,Queanbeyan - East,Rest of NSW,0.001996007984031936,17 South East Asia in traditional working class areas
17,Wagga Wagga - South,Rest of NSW,0.001996007984031936,17 South East Asia in traditional working class areas
17,Clinton - New Auckland,Rest of Qld,0.001996007984031936,17 South East Asia in traditional working class areas
17,Southport - North,Rest of Qld,0.001996007984031936,17 South East Asia in traditional working class areas
17,Mackay,Rest of Qld,0.001996007984031936,17 South East Asia in traditional working class areas
17,Tatiara,Rest of SA,0.003992015968063872,17 South East Asia in traditional working class areas
17,Murray Bridge,Rest of SA,0.001996007984031936,17 South East Asia in traditional working class areas
17,Loddon,Rest of Vic.,0.003992015968063872,17 South East Asia in traditional working class areas
17,Corio - Lovely Banks,Rest of Vic.,0.001996007984031936,17 South East Asia in traditional working class areas
17,Irymple,Rest of Vic.,0.001996007984031936,17 South East Asia in traditional working class areas
17,Mildura - North,Rest of Vic.,0.001996007984031936,17 South East Asia in traditional working class areas
17,Harvey,Rest of WA,0.005988023952095809,17 South East Asia in traditional working class areas
17,McKail - Willyung,Rest of WA,0.003992015968063872,17 South East Asia in traditional working class areas
17,South Hedland,Rest of WA,0.003992015968063872,17 South East Asia in traditional working class areas
17,Karratha,Rest of WA,0.003992015968063872,17 South East Asia in traditional working class areas
18,Bruce,Australian Capital Territory,0.02356020942408377,18 Uni and TAFE students
18,Belconnen,Australian Capital Territory,0.013089005235602094,18 Uni and TAFE students
18,Braddon,Australian Capital Territory,0.010471204188481676,18 Uni and TAFE students
18,Kingston (ACT),Australian Capital Territory,0.010471204188481676,18 Uni and TAFE students
18,North Adelaide,Greater Adelaide,0.01832460732984293,18 Uni and TAFE students
18,Adelaide,Greater Adelaide,0.013089005235602094,18 Uni and TAFE students
18,Hindmarsh - Brompton,Greater Adelaide,0.007853403141361256,18 Uni and TAFE students
18,Plympton,Greater Adelaide,0.007853403141361256,18 Uni and TAFE students
18,Toowong,Greater Brisbane,0.02617801047120419,18 Uni and TAFE students
18,St Lucia,Greater Brisbane,0.02356020942408377,18 Uni and TAFE students
18,Kelvin Grove - Herston,Greater Brisbane,0.015706806282722512,18 Uni and TAFE students
18,Greenslopes,Greater Brisbane,0.013089005235602094,18 Uni and TAFE students
18,Sandy Bay,Greater Hobart,0.007853403141361256,18 Uni and TAFE students
18,Clayton - Central,Greater Melbourne,0.02617801047120419,18 Uni and TAFE students
18,Clayton (North) - Notting Hill,Greater Melbourne,0.020942408376963352,18 Uni and TAFE students
18,Brunswick - South,Greater Melbourne,0.015706806282722512,18 Uni and TAFE students
18,North Melbourne,Greater Melbourne,0.015706806282722512,18 Uni and TAFE students
18,Bentley - Wilson - St James,Greater Perth,0.020942408376963352,18 Uni and TAFE students
18,Nedlands - Dalkeith - Crawley,Greater Perth,0.010471204188481676,18 Uni and TAFE students
18,Joondalup - Edgewater,Greater Perth,0.005235602094240838,18 Uni and TAFE students
18,Como,Greater Perth,0.005235602094240838,18 Uni and TAFE students
18,Glebe - Forest Lodge,Greater Sydney,0.020942408376963352,18 Uni and TAFE students
18,Macquarie Park - Marsfield,Greater Sydney,0.013089005235602094,18 Uni and TAFE students
18,Rosebery - Beaconsfield,Greater Sydney,0.010471204188481676,18 Uni and TAFE students
18,Kingsford,Greater Sydney,0.010471204188481676,18 Uni and TAFE students
18,Wollongong - East,Rest of NSW,0.02356020942408377,18 Uni and TAFE students
18,Newcastle - Cooks Hill,Rest of NSW,0.010471204188481676,18 Uni and TAFE students
18,Figtree - Keiraville,Rest of NSW,0.007853403141361256,18 Uni and TAFE students
18,Shortland - Jesmond,Rest of NSW,0.007853403141361256,18 Uni and TAFE students
18,Douglas,Rest of Qld,0.010471204188481676,18 Uni and TAFE students
18,Parkwood,Rest of Qld,0.005235602094240838,18 Uni and TAFE students
18,Southport - North,Rest of Qld,0.005235602094240838,18 Uni and TAFE students
18,Trinity Beach - Smithfield,Rest of Qld,0.002617801047120419,18 Uni and TAFE students
18,Geelong,Rest of Vic.,0.005235602094240838,18 Uni and TAFE students
18,Shepparton - North,Rest of Vic.,0.002617801047120419,18 Uni and TAFE students
19,Amaroo,Australian Capital Territory,0.00395778364116095,19 Suburban traditional anglo young families in historically working class areas
19,Wanniassa,Australian Capital Territory,0.00395778364116095,19 Suburban traditional anglo young families in historically working class areas
19,Holt,Australian Capital Territory,0.002638522427440633,19 Suburban traditional anglo young families in historically working class areas
19,Ngunnawal,Australian Capital Territory,0.002638522427440633,19 Suburban traditional anglo young families in historically working class areas
19,Greenwith,Greater Adelaide,0.0079155672823219,19 Suburban traditional anglo young families in historically working class areas
19,Largs Bay - Semaphore,Greater Adelaide,0.006596306068601583,19 Suburban traditional anglo young families in historically working class areas
19,Craigmore - Blakeview,Greater Adelaide,0.00395778364116095,19 Suburban traditional anglo young families in historically working class areas
19,Morphett Vale - East,Greater Adelaide,0.00395778364116095,19 Suburban traditional anglo young families in historically working class areas
19,Bracken Ridge,Greater Brisbane,0.011873350923482849,19 Suburban traditional anglo young families in historically working class areas
19,Alexandra Hills,Greater Brisbane,0.006596306068601583,19 Suburban traditional anglo young families in historically working class areas
19,The Hills District,Greater Brisbane,0.006596306068601583,19 Suburban traditional anglo young families in historically working class areas
19,Bald Hills,Greater Brisbane,0.005277044854881266,19 Suburban traditional anglo young families in historically working class areas
19,Weddell,Greater Darwin,0.0013192612137203166,19 Suburban traditional anglo young families in historically working class areas
19,Kingston - Huntingfield,Greater Hobart,0.002638522427440633,19 Suburban traditional anglo young families in historically working class areas
19,Geilston Bay - Risdon,Greater Hobart,0.0013192612137203166,19 Suburban traditional anglo young families in historically working class areas
19,Mornington - Warrane,Greater Hobart,0.0013192612137203166,19 Suburban traditional anglo young families in historically working class areas
19,Risdon Vale,Greater Hobart,0.0013192612137203166,19 Suburban traditional anglo young families in historically working class areas
19,Mooroolbark,Greater Melbourne,0.005277044854881266,19 Suburban traditional anglo young families in historically working class areas
19,Kurunjang - Toolern Vale,Greater Melbourne,0.005277044854881266,19 Suburban traditional anglo young families in historically working class areas
19,Carrum Downs,Greater Melbourne,0.005277044854881266,19 Suburban traditional anglo young families in historically working class areas
19,Seaford (Vic.),Greater Melbourne,0.005277044854881266,19 Suburban traditional anglo young families in historically working class areas
19,Craigie - Beldon,Greater Perth,0.0079155672823219,19 Suburban traditional anglo young families in historically working class areas
19,Bayswater - Embleton - Bedford,Greater Perth,0.006596306068601583,19 Suburban traditional anglo young families in historically working class areas
19,High Wycombe,Greater Perth,0.006596306068601583,19 Suburban traditional anglo young families in historically working class areas
19,Port Kennedy,Greater Perth,0.006596306068601583,19 Suburban traditional anglo young families in historically working class areas
19,Claymore - Eagle Vale - Raby,Greater Sydney,0.011873350923482849,19 Suburban traditional anglo young families in historically working class areas
19,St Clair,Greater Sydney,0.011873350923482849,19 Suburban traditional anglo young families in historically working class areas
19,Kariong,Greater Sydney,0.010554089709762533,19 Suburban traditional anglo young families in historically working class areas
19,Rosemeadow - Glen Alpine,Greater Sydney,0.010554089709762533,19 Suburban traditional anglo young families in historically working class areas
19,Maryland - Fletcher - Minmi,Rest of NSW,0.005277044854881266,19 Suburban traditional anglo young families in historically working class areas
19,Queanbeyan West - Jerrabomberra,Rest of NSW,0.00395778364116095,19 Suburban traditional anglo young families in historically working class areas
19,Charlestown - Dudley,Rest of NSW,0.00395778364116095,19 Suburban traditional anglo young families in historically working class areas
19,Wagga Wagga - East,Rest of NSW,0.00395778364116095,19 Suburban traditional anglo young families in historically working class areas
19,Charles,Rest of NT,0.002638522427440633,19 Suburban traditional anglo young families in historically working class areas
19,Ross,Rest of NT,0.0013192612137203166,19 Suburban traditional anglo young families in historically working class areas
19,Katherine,Rest of NT,0.0013192612137203166,19 Suburban traditional anglo young families in historically working class areas
19,Helensvale,Rest of Qld,0.0079155672823219,19 Suburban traditional anglo young families in historically working class areas
19,Shoal Point - Bucasia,Rest of Qld,0.006596306068601583,19 Suburban traditional anglo young families in historically working class areas
19,Brinsmead,Rest of Qld,0.005277044854881266,19 Suburban traditional anglo young families in historically working class areas
19,Trinity Beach - Smithfield,Rest of Qld,0.005277044854881266,19 Suburban traditional anglo young families in historically working class areas
19,Mount Gambier - West,Rest of SA,0.0013192612137203166,19 Suburban traditional anglo young families in historically working class areas
19,Grovedale - Mount Duneed,Rest of Vic.,0.00395778364116095,19 Suburban traditional anglo young families in historically working class areas
19,Drouin,Rest of Vic.,0.00395778364116095,19 Suburban traditional anglo young families in historically working class areas
19,Phillip Island,Rest of Vic.,0.002638522427440633,19 Suburban traditional anglo young families in historically working class areas
19,Traralgon - East,Rest of Vic.,0.002638522427440633,19 Suburban traditional anglo young families in historically working class areas
19,Kalgoorlie - North,Rest of WA,0.005277044854881266,19 Suburban traditional anglo young families in historically working class areas
19,Australind - Leschenault,Rest of WA,0.00395778364116095,19 Suburban traditional anglo young families in historically working class areas
19,Eaton - Pelican Point,Rest of WA,0.00395778364116095,19 Suburban traditional anglo young families in historically working class areas
19,Esperance,Rest of WA,0.00395778364116095,19 Suburban traditional anglo young families in historically working class areas
20,Kambah,Australian Capital Territory,0.011305241521068859,20 Property owning aging battlers in suburbia
20,Kaleen,Australian Capital Territory,0.007194244604316547,20 Property owning aging battlers in suburbia
20,Giralang,Australian Capital Territory,0.003083247687564234,20 Property owning aging battlers in suburbia
20,O'Connor (ACT),Australian Capital Territory,0.0020554984583761563,20 Property owning aging battlers in suburbia
20,Modbury Heights,Greater Adelaide,0.007194244604316547,20 Property owning aging battlers in suburbia
20,Athelstone,Greater Adelaide,0.0051387461459403904,20 Property owning aging battlers in suburbia
20,Prospect,Greater Adelaide,0.0051387461459403904,20 Property owning aging battlers in suburbia
20,Warradale,Greater Adelaide,0.0051387461459403904,20 Property owning aging battlers in suburbia
20,Aspley,Greater Brisbane,0.008221993833504625,20 Property owning aging battlers in suburbia
20,The Gap,Greater Brisbane,0.0051387461459403904,20 Property owning aging battlers in suburbia
20,Cleveland,Greater Brisbane,0.0041109969167523125,20 Property owning aging battlers in suburbia
20,Carseldine,Greater Brisbane,0.0041109969167523125,20 Property owning aging battlers in suburbia
20,Rapid Creek,Greater Darwin,0.0010277492291880781,20 Property owning aging battlers in suburbia
20,Lenah Valley - Mount Stuart,Greater Hobart,0.007194244604316547,20 Property owning aging battlers in suburbia
20,Lindisfarne - Rose Bay,Greater Hobart,0.0041109969167523125,20 Property owning aging battlers in suburbia
20,Kingston - Huntingfield,Greater Hobart,0.0041109969167523125,20 Property owning aging battlers in suburbia
20,Kingston Beach - Blackmans Bay,Greater Hobart,0.0041109969167523125,20 Property owning aging battlers in suburbia
20,Altona,Greater Melbourne,0.01644398766700925,20 Property owning aging battlers in suburbia
20,Berwick - North,Greater Melbourne,0.009249743062692703,20 Property owning aging battlers in suburbia
20,Highett (East) - Cheltenham,Greater Melbourne,0.008221993833504625,20 Property owning aging battlers in suburbia
20,Mordialloc - Parkdale,Greater Melbourne,0.008221993833504625,20 Property owning aging battlers in suburbia
20,Bayswater - Embleton - Bedford,Greater Perth,0.006166495375128468,20 Property owning aging battlers in suburbia
20,Greenwood - Warwick,Greater Perth,0.006166495375128468,20 Property owning aging battlers in suburbia
20,Rockingham,Greater Perth,0.006166495375128468,20 Property owning aging battlers in suburbia
20,Karrinyup - Gwelup - Carine,Greater Perth,0.0051387461459403904,20 Property owning aging battlers in suburbia
20,Jamisontown - South Penrith,Greater Sydney,0.007194244604316547,20 Property owning aging battlers in suburbia
20,Miranda - Yowie Bay,Greater Sydney,0.007194244604316547,20 Property owning aging battlers in suburbia
20,Panania (South) - Picnic Point,Greater Sydney,0.006166495375128468,20 Property owning aging battlers in suburbia
20,Sutherland - Kirrawee,Greater Sydney,0.0051387461459403904,20 Property owning aging battlers in suburbia
20,Balgownie - Fairy Meadow,Rest of NSW,0.008221993833504625,20 Property owning aging battlers in suburbia
20,Figtree - Keiraville,Rest of NSW,0.008221993833504625,20 Property owning aging battlers in suburbia
20,Unanderra - Mount Kembla,Rest of NSW,0.006166495375128468,20 Property owning aging battlers in suburbia
20,Shellharbour - Flinders,Rest of NSW,0.0051387461459403904,20 Property owning aging battlers in suburbia
20,Katherine,Rest of NT,0.0010277492291880781,20 Property owning aging battlers in suburbia
20,Annandale (Qld),Rest of Qld,0.007194244604316547,20 Property owning aging battlers in suburbia
20,Mermaid Waters,Rest of Qld,0.0051387461459403904,20 Property owning aging battlers in suburbia
20,Mount Pleasant - Glenella,Rest of Qld,0.0051387461459403904,20 Property owning aging battlers in suburbia
20,Robina - East,Rest of Qld,0.0041109969167523125,20 Property owning aging battlers in suburbia
